Age	Sex	Cancer_ICD9	Organ	Gene	Years_5int	Cases_5int	Version	air
47	FEMALE	174	Breast	MSH6	341	0	V3_20190219_B	0
48	FEMALE	174	Breast	MSH6	341	0	V3_20190219_B	0
49	FEMALE	174	Breast	MSH6	341	0	V3_20190219_B	0
50	FEMALE	174	Breast	MSH6	379	1	V3_20190219_B	0.00263852242744063
51	FEMALE	174	Breast	MSH6	379	1	V3_20190219_B	0.00263852242744063
52	FEMALE	174	Breast	MSH6	379	1	V3_20190219_B	0.00263852242744063
53	FEMALE	174	Breast	MSH6	379	1	V3_20190219_B	0.00263852242744063
54	FEMALE	174	Breast	MSH6	379	1	V3_20190219_B	0.00263852242744063
55	FEMALE	174	Breast	MSH6	382	3	V3_20190219_B	0.00785340314136126
56	FEMALE	174	Breast	MSH6	382	3	V3_20190219_B	0.00785340314136126
57	FEMALE	174	Breast	MSH6	382	3	V3_20190219_B	0.00785340314136126
58	FEMALE	174	Breast	MSH6	382	3	V3_20190219_B	0.00785340314136126
59	FEMALE	174	Breast	MSH6	382	3	V3_20190219_B	0.00785340314136126
60	FEMALE	174	Breast	MSH6	339	2	V3_20190219_B	0.00589970501474926
61	FEMALE	174	Breast	MSH6	339	2	V3_20190219_B	0.00589970501474926
62	FEMALE	174	Breast	MSH6	339	2	V3_20190219_B	0.00589970501474926
63	FEMALE	174	Breast	MSH6	339	2	V3_20190219_B	0.00589970501474926
64	FEMALE	174	Breast	MSH6	339	2	V3_20190219_B	0.00589970501474926
65	FEMALE	174	Breast	MSH6	268	1	V3_20190219_B	0.00373134328358209
66	FEMALE	174	Breast	MSH6	268	1	V3_20190219_B	0.00373134328358209
67	FEMALE	174	Breast	MSH6	268	1	V3_20190219_B	0.00373134328358209
68	FEMALE	174	Breast	MSH6	268	1	V3_20190219_B	0.00373134328358209
69	FEMALE	174	Breast	MSH6	268	1	V3_20190219_B	0.00373134328358209
70	FEMALE	174	Breast	MSH6	168	1	V3_20190219_B	0.00595238095238095
71	FEMALE	174	Breast	MSH6	168	1	V3_20190219_B	0.00595238095238095
72	FEMALE	174	Breast	MSH6	168	1	V3_20190219_B	0.00595238095238095
73	FEMALE	174	Breast	MSH6	168	1	V3_20190219_B	0.00595238095238095
74	FEMALE	174	Breast	MSH6	168	1	V3_20190219_B	0.00595238095238095
75	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
76	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
77	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
78	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
79	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
80	FEMALE	174	Breast	MSH6	102	2	V3_20190219_B	0.0196078431372549
25	FEMALE	174	Breast	PMS2	34	0	V3_20190219_B	0
26	FEMALE	174	Breast	PMS2	34	0	V3_20190219_B	0
27	FEMALE	174	Breast	PMS2	34	0	V3_20190219_B	0
28	FEMALE	174	Breast	PMS2	34	0	V3_20190219_B	0
29	FEMALE	174	Breast	PMS2	34	0	V3_20190219_B	0
30	FEMALE	174	Breast	PMS2	41	0	V3_20190219_B	0
31	FEMALE	174	Breast	PMS2	41	0	V3_20190219_B	0
32	FEMALE	174	Breast	PMS2	41	0	V3_20190219_B	0
33	FEMALE	174	Breast	PMS2	41	0	V3_20190219_B	0
34	FEMALE	174	Breast	PMS2	41	0	V3_20190219_B	0
35	FEMALE	174	Breast	PMS2	78	0	V3_20190219_B	0
36	FEMALE	174	Breast	PMS2	78	0	V3_20190219_B	0
37	FEMALE	174	Breast	PMS2	78	0	V3_20190219_B	0
38	FEMALE	174	Breast	PMS2	78	0	V3_20190219_B	0
39	FEMALE	174	Breast	PMS2	78	0	V3_20190219_B	0
40	FEMALE	174	Breast	PMS2	94	0	V3_20190219_B	0
41	FEMALE	174	Breast	PMS2	94	0	V3_20190219_B	0
42	FEMALE	174	Breast	PMS2	94	0	V3_20190219_B	0
43	FEMALE	174	Breast	PMS2	94	0	V3_20190219_B	0
44	FEMALE	174	Breast	PMS2	94	0	V3_20190219_B	0
45	FEMALE	174	Breast	PMS2	128	0	V3_20190219_B	0
46	FEMALE	174	Breast	PMS2	128	0	V3_20190219_B	0
47	FEMALE	174	Breast	PMS2	128	0	V3_20190219_B	0
48	FEMALE	174	Breast	PMS2	128	0	V3_20190219_B	0
49	FEMALE	174	Breast	PMS2	128	0	V3_20190219_B	0
50	FEMALE	174	Breast	PMS2	167	2	V3_20190219_B	0.0119760479041916
51	FEMALE	174	Breast	PMS2	167	2	V3_20190219_B	0.0119760479041916
52	FEMALE	174	Breast	PMS2	167	2	V3_20190219_B	0.0119760479041916
53	FEMALE	174	Breast	PMS2	167	2	V3_20190219_B	0.0119760479041916
54	FEMALE	174	Breast	PMS2	167	2	V3_20190219_B	0.0119760479041916
55	FEMALE	174	Breast	PMS2	206	1	V3_20190219_B	0.00485436893203883
56	FEMALE	174	Breast	PMS2	206	1	V3_20190219_B	0.00485436893203883
57	FEMALE	174	Breast	PMS2	206	1	V3_20190219_B	0.00485436893203883
58	FEMALE	174	Breast	PMS2	206	1	V3_20190219_B	0.00485436893203883
59	FEMALE	174	Breast	PMS2	206	1	V3_20190219_B	0.00485436893203883
60	FEMALE	174	Breast	PMS2	182	0	V3_20190219_B	0
61	FEMALE	174	Breast	PMS2	182	0	V3_20190219_B	0
62	FEMALE	174	Breast	PMS2	182	0	V3_20190219_B	0
63	FEMALE	174	Breast	PMS2	182	0	V3_20190219_B	0
64	FEMALE	174	Breast	PMS2	182	0	V3_20190219_B	0
65	FEMALE	174	Breast	PMS2	134	0	V3_20190219_B	0
66	FEMALE	174	Breast	PMS2	134	0	V3_20190219_B	0
67	FEMALE	174	Breast	PMS2	134	0	V3_20190219_B	0
68	FEMALE	174	Breast	PMS2	134	0	V3_20190219_B	0
69	FEMALE	174	Breast	PMS2	134	0	V3_20190219_B	0
70	FEMALE	174	Breast	PMS2	63	1	V3_20190219_B	0.0158730158730159
71	FEMALE	174	Breast	PMS2	63	1	V3_20190219_B	0.0158730158730159
72	FEMALE	174	Breast	PMS2	63	1	V3_20190219_B	0.0158730158730159
73	FEMALE	174	Breast	PMS2	63	1	V3_20190219_B	0.0158730158730159
74	FEMALE	174	Breast	PMS2	63	1	V3_20190219_B	0.0158730158730159
75	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
76	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
77	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
78	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
79	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
80	FEMALE	174	Breast	PMS2	39	0	V3_20190219_B	0
25	FEMALE	182183	Endometrium/ovaries	MLH1	716	0	V3_20190219_B	0
26	FEMALE	182183	Endometrium/ovaries	MLH1	716	0	V3_20190219_B	0
27	FEMALE	182183	Endometrium/ovaries	MLH1	716	0	V3_20190219_B	0
28	FEMALE	182183	Endometrium/ovaries	MLH1	716	0	V3_20190219_B	0
29	FEMALE	182183	Endometrium/ovaries	MLH1	716	0	V3_20190219_B	0
30	FEMALE	182183	Endometrium/ovaries	MLH1	1049	1	V3_20190219_B	0.000953288846520496
31	FEMALE	182183	Endometrium/ovaries	MLH1	1049	1	V3_20190219_B	0.000953288846520496
32	FEMALE	182183	Endometrium/ovaries	MLH1	1049	1	V3_20190219_B	0.000953288846520496
33	FEMALE	182183	Endometrium/ovaries	MLH1	1049	1	V3_20190219_B	0.000953288846520496
34	FEMALE	182183	Endometrium/ovaries	MLH1	1049	1	V3_20190219_B	0.000953288846520496
35	FEMALE	182183	Endometrium/ovaries	MLH1	1326	9	V3_20190219_B	0.00678733031674208
36	FEMALE	182183	Endometrium/ovaries	MLH1	1326	9	V3_20190219_B	0.00678733031674208
37	FEMALE	182183	Endometrium/ovaries	MLH1	1326	9	V3_20190219_B	0.00678733031674208
38	FEMALE	182183	Endometrium/ovaries	MLH1	1326	9	V3_20190219_B	0.00678733031674208
39	FEMALE	182183	Endometrium/ovaries	MLH1	1326	9	V3_20190219_B	0.00678733031674208
40	FEMALE	182183	Endometrium/ovaries	MLH1	1382	20	V3_20190219_B	0.0144717800289436
41	FEMALE	182183	Endometrium/ovaries	MLH1	1382	20	V3_20190219_B	0.0144717800289436
42	FEMALE	182183	Endometrium/ovaries	MLH1	1382	20	V3_20190219_B	0.0144717800289436
43	FEMALE	182183	Endometrium/ovaries	MLH1	1382	20	V3_20190219_B	0.0144717800289436
44	FEMALE	182183	Endometrium/ovaries	MLH1	1382	20	V3_20190219_B	0.0144717800289436
45	FEMALE	182183	Endometrium/ovaries	MLH1	1180	26	V3_20190219_B	0.0220338983050847
46	FEMALE	182183	Endometrium/ovaries	MLH1	1180	26	V3_20190219_B	0.0220338983050847
47	FEMALE	182183	Endometrium/ovaries	MLH1	1180	26	V3_20190219_B	0.0220338983050847
48	FEMALE	182183	Endometrium/ovaries	MLH1	1180	26	V3_20190219_B	0.0220338983050847
49	FEMALE	182183	Endometrium/ovaries	MLH1	1180	26	V3_20190219_B	0.0220338983050847
50	FEMALE	182183	Endometrium/ovaries	MLH1	858	26	V3_20190219_B	0.0303030303030303
51	FEMALE	182183	Endometrium/ovaries	MLH1	858	26	V3_20190219_B	0.0303030303030303
52	FEMALE	182183	Endometrium/ovaries	MLH1	858	26	V3_20190219_B	0.0303030303030303
53	FEMALE	182183	Endometrium/ovaries	MLH1	858	26	V3_20190219_B	0.0303030303030303
54	FEMALE	182183	Endometrium/ovaries	MLH1	858	26	V3_20190219_B	0.0303030303030303
55	FEMALE	182183	Endometrium/ovaries	MLH1	589	7	V3_20190219_B	0.0118845500848896
56	FEMALE	182183	Endometrium/ovaries	MLH1	589	7	V3_20190219_B	0.0118845500848896
57	FEMALE	182183	Endometrium/ovaries	MLH1	589	7	V3_20190219_B	0.0118845500848896
58	FEMALE	182183	Endometrium/ovaries	MLH1	589	7	V3_20190219_B	0.0118845500848896
59	FEMALE	182183	Endometrium/ovaries	MLH1	589	7	V3_20190219_B	0.0118845500848896
60	FEMALE	182183	Endometrium/ovaries	MLH1	454	7	V3_20190219_B	0.0154185022026432
61	FEMALE	182183	Endometrium/ovaries	MLH1	454	7	V3_20190219_B	0.0154185022026432
62	FEMALE	182183	Endometrium/ovaries	MLH1	454	7	V3_20190219_B	0.0154185022026432
63	FEMALE	182183	Endometrium/ovaries	MLH1	454	7	V3_20190219_B	0.0154185022026432
64	FEMALE	182183	Endometrium/ovaries	MLH1	454	7	V3_20190219_B	0.0154185022026432
65	FEMALE	182183	Endometrium/ovaries	MLH1	284	3	V3_20190219_B	0.0105633802816901
66	FEMALE	182183	Endometrium/ovaries	MLH1	284	3	V3_20190219_B	0.0105633802816901
67	FEMALE	182183	Endometrium/ovaries	MLH1	284	3	V3_20190219_B	0.0105633802816901
68	FEMALE	182183	Endometrium/ovaries	MLH1	284	3	V3_20190219_B	0.0105633802816901
69	FEMALE	182183	Endometrium/ovaries	MLH1	284	3	V3_20190219_B	0.0105633802816901
70	FEMALE	182183	Endometrium/ovaries	MLH1	178	1	V3_20190219_B	0.00561797752808989
71	FEMALE	182183	Endometrium/ovaries	MLH1	178	1	V3_20190219_B	0.00561797752808989
72	FEMALE	182183	Endometrium/ovaries	MLH1	178	1	V3_20190219_B	0.00561797752808989
73	FEMALE	182183	Endometrium/ovaries	MLH1	178	1	V3_20190219_B	0.00561797752808989
74	FEMALE	182183	Endometrium/ovaries	MLH1	178	1	V3_20190219_B	0.00561797752808989
75	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
76	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
77	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
78	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
79	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
80	FEMALE	182183	Endometrium/ovaries	MLH1	136	3	V3_20190219_B	0.0220588235294118
25	FEMALE	182183	Endometrium/ovaries	MSH2	570	0	V3_20190219_B	0
26	FEMALE	182183	Endometrium/ovaries	MSH2	570	0	V3_20190219_B	0
27	FEMALE	182183	Endometrium/ovaries	MSH2	570	0	V3_20190219_B	0
28	FEMALE	182183	Endometrium/ovaries	MSH2	570	0	V3_20190219_B	0
29	FEMALE	182183	Endometrium/ovaries	MSH2	570	0	V3_20190219_B	0
30	FEMALE	182183	Endometrium/ovaries	MSH2	768	3	V3_20190219_B	0.00390625
31	FEMALE	182183	Endometrium/ovaries	MSH2	768	3	V3_20190219_B	0.00390625
32	FEMALE	182183	Endometrium/ovaries	MSH2	768	3	V3_20190219_B	0.00390625
33	FEMALE	182183	Endometrium/ovaries	MSH2	768	3	V3_20190219_B	0.00390625
34	FEMALE	182183	Endometrium/ovaries	MSH2	768	3	V3_20190219_B	0.00390625
35	FEMALE	182183	Endometrium/ovaries	MSH2	946	5	V3_20190219_B	0.00528541226215645
36	FEMALE	182183	Endometrium/ovaries	MSH2	946	5	V3_20190219_B	0.00528541226215645
37	FEMALE	182183	Endometrium/ovaries	MSH2	946	5	V3_20190219_B	0.00528541226215645
38	FEMALE	182183	Endometrium/ovaries	MSH2	946	5	V3_20190219_B	0.00528541226215645
39	FEMALE	182183	Endometrium/ovaries	MSH2	946	5	V3_20190219_B	0.00528541226215645
40	FEMALE	182183	Endometrium/ovaries	MSH2	956	20	V3_20190219_B	0.0209205020920502
41	FEMALE	182183	Endometrium/ovaries	MSH2	956	20	V3_20190219_B	0.0209205020920502
42	FEMALE	182183	Endometrium/ovaries	MSH2	956	20	V3_20190219_B	0.0209205020920502
43	FEMALE	182183	Endometrium/ovaries	MSH2	956	20	V3_20190219_B	0.0209205020920502
44	FEMALE	182183	Endometrium/ovaries	MSH2	956	20	V3_20190219_B	0.0209205020920502
45	FEMALE	182183	Endometrium/ovaries	MSH2	784	25	V3_20190219_B	0.0318877551020408
46	FEMALE	182183	Endometrium/ovaries	MSH2	784	25	V3_20190219_B	0.0318877551020408
47	FEMALE	182183	Endometrium/ovaries	MSH2	784	25	V3_20190219_B	0.0318877551020408
48	FEMALE	182183	Endometrium/ovaries	MSH2	784	25	V3_20190219_B	0.0318877551020408
49	FEMALE	182183	Endometrium/ovaries	MSH2	784	25	V3_20190219_B	0.0318877551020408
50	FEMALE	182183	Endometrium/ovaries	MSH2	528	27	V3_20190219_B	0.0511363636363636
51	FEMALE	182183	Endometrium/ovaries	MSH2	528	27	V3_20190219_B	0.0511363636363636
52	FEMALE	182183	Endometrium/ovaries	MSH2	528	27	V3_20190219_B	0.0511363636363636
53	FEMALE	182183	Endometrium/ovaries	MSH2	528	27	V3_20190219_B	0.0511363636363636
54	FEMALE	182183	Endometrium/ovaries	MSH2	528	27	V3_20190219_B	0.0511363636363636
55	FEMALE	182183	Endometrium/ovaries	MSH2	390	5	V3_20190219_B	0.0128205128205128
56	FEMALE	182183	Endometrium/ovaries	MSH2	390	5	V3_20190219_B	0.0128205128205128
57	FEMALE	182183	Endometrium/ovaries	MSH2	390	5	V3_20190219_B	0.0128205128205128
58	FEMALE	182183	Endometrium/ovaries	MSH2	390	5	V3_20190219_B	0.0128205128205128
59	FEMALE	182183	Endometrium/ovaries	MSH2	390	5	V3_20190219_B	0.0128205128205128
60	FEMALE	182183	Endometrium/ovaries	MSH2	316	4	V3_20190219_B	0.0126582278481013
61	FEMALE	182183	Endometrium/ovaries	MSH2	316	4	V3_20190219_B	0.0126582278481013
62	FEMALE	182183	Endometrium/ovaries	MSH2	316	4	V3_20190219_B	0.0126582278481013
63	FEMALE	182183	Endometrium/ovaries	MSH2	316	4	V3_20190219_B	0.0126582278481013
64	FEMALE	182183	Endometrium/ovaries	MSH2	316	4	V3_20190219_B	0.0126582278481013
65	FEMALE	182183	Endometrium/ovaries	MSH2	198	6	V3_20190219_B	0.0303030303030303
66	FEMALE	182183	Endometrium/ovaries	MSH2	198	6	V3_20190219_B	0.0303030303030303
67	FEMALE	182183	Endometrium/ovaries	MSH2	198	6	V3_20190219_B	0.0303030303030303
68	FEMALE	182183	Endometrium/ovaries	MSH2	198	6	V3_20190219_B	0.0303030303030303
69	FEMALE	182183	Endometrium/ovaries	MSH2	198	6	V3_20190219_B	0.0303030303030303
70	FEMALE	182183	Endometrium/ovaries	MSH2	97	1	V3_20190219_B	0.0103092783505155
71	FEMALE	182183	Endometrium/ovaries	MSH2	97	1	V3_20190219_B	0.0103092783505155
72	FEMALE	182183	Endometrium/ovaries	MSH2	97	1	V3_20190219_B	0.0103092783505155
73	FEMALE	182183	Endometrium/ovaries	MSH2	97	1	V3_20190219_B	0.0103092783505155
74	FEMALE	182183	Endometrium/ovaries	MSH2	97	1	V3_20190219_B	0.0103092783505155
75	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
76	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
77	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
78	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
79	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
80	FEMALE	182183	Endometrium/ovaries	MSH2	52	0	V3_20190219_B	0
25	FEMALE	182183	Endometrium/ovaries	MSH6	73	0	V3_20190219_B	0
26	FEMALE	182183	Endometrium/ovaries	MSH6	73	0	V3_20190219_B	0
27	FEMALE	182183	Endometrium/ovaries	MSH6	73	0	V3_20190219_B	0
28	FEMALE	182183	Endometrium/ovaries	MSH6	73	0	V3_20190219_B	0
29	FEMALE	182183	Endometrium/ovaries	MSH6	73	0	V3_20190219_B	0
30	FEMALE	182183	Endometrium/ovaries	MSH6	137	0	V3_20190219_B	0
31	FEMALE	182183	Endometrium/ovaries	MSH6	137	0	V3_20190219_B	0
32	FEMALE	182183	Endometrium/ovaries	MSH6	137	0	V3_20190219_B	0
33	FEMALE	182183	Endometrium/ovaries	MSH6	137	0	V3_20190219_B	0
34	FEMALE	182183	Endometrium/ovaries	MSH6	137	0	V3_20190219_B	0
35	FEMALE	182183	Endometrium/ovaries	MSH6	217	2	V3_20190219_B	0.00921658986175115
36	FEMALE	182183	Endometrium/ovaries	MSH6	217	2	V3_20190219_B	0.00921658986175115
37	FEMALE	182183	Endometrium/ovaries	MSH6	217	2	V3_20190219_B	0.00921658986175115
38	FEMALE	182183	Endometrium/ovaries	MSH6	217	2	V3_20190219_B	0.00921658986175115
39	FEMALE	182183	Endometrium/ovaries	MSH6	217	2	V3_20190219_B	0.00921658986175115
40	FEMALE	182183	Endometrium/ovaries	MSH6	287	2	V3_20190219_B	0.00696864111498258
41	FEMALE	182183	Endometrium/ovaries	MSH6	287	2	V3_20190219_B	0.00696864111498258
42	FEMALE	182183	Endometrium/ovaries	MSH6	287	2	V3_20190219_B	0.00696864111498258
43	FEMALE	182183	Endometrium/ovaries	MSH6	287	2	V3_20190219_B	0.00696864111498258
44	FEMALE	182183	Endometrium/ovaries	MSH6	287	2	V3_20190219_B	0.00696864111498258
45	FEMALE	182183	Endometrium/ovaries	MSH6	261	4	V3_20190219_B	0.0153256704980843
46	FEMALE	182183	Endometrium/ovaries	MSH6	261	4	V3_20190219_B	0.0153256704980843
47	FEMALE	182183	Endometrium/ovaries	MSH6	261	4	V3_20190219_B	0.0153256704980843
48	FEMALE	182183	Endometrium/ovaries	MSH6	261	4	V3_20190219_B	0.0153256704980843
49	FEMALE	182183	Endometrium/ovaries	MSH6	261	4	V3_20190219_B	0.0153256704980843
50	FEMALE	182183	Endometrium/ovaries	MSH6	224	5	V3_20190219_B	0.0223214285714286
51	FEMALE	182183	Endometrium/ovaries	MSH6	224	5	V3_20190219_B	0.0223214285714286
52	FEMALE	182183	Endometrium/ovaries	MSH6	224	5	V3_20190219_B	0.0223214285714286
53	FEMALE	182183	Endometrium/ovaries	MSH6	224	5	V3_20190219_B	0.0223214285714286
54	FEMALE	182183	Endometrium/ovaries	MSH6	224	5	V3_20190219_B	0.0223214285714286
55	FEMALE	182183	Endometrium/ovaries	MSH6	176	3	V3_20190219_B	0.0170454545454545
56	FEMALE	182183	Endometrium/ovaries	MSH6	176	3	V3_20190219_B	0.0170454545454545
57	FEMALE	182183	Endometrium/ovaries	MSH6	176	3	V3_20190219_B	0.0170454545454545
58	FEMALE	182183	Endometrium/ovaries	MSH6	176	3	V3_20190219_B	0.0170454545454545
59	FEMALE	182183	Endometrium/ovaries	MSH6	176	3	V3_20190219_B	0.0170454545454545
60	FEMALE	182183	Endometrium/ovaries	MSH6	137	4	V3_20190219_B	0.0291970802919708
61	FEMALE	182183	Endometrium/ovaries	MSH6	137	4	V3_20190219_B	0.0291970802919708
62	FEMALE	182183	Endometrium/ovaries	MSH6	137	4	V3_20190219_B	0.0291970802919708
63	FEMALE	182183	Endometrium/ovaries	MSH6	137	4	V3_20190219_B	0.0291970802919708
64	FEMALE	182183	Endometrium/ovaries	MSH6	137	4	V3_20190219_B	0.0291970802919708
65	FEMALE	182183	Endometrium/ovaries	MSH6	102	3	V3_20190219_B	0.0294117647058824
66	FEMALE	182183	Endometrium/ovaries	MSH6	102	3	V3_20190219_B	0.0294117647058824
67	FEMALE	182183	Endometrium/ovaries	MSH6	102	3	V3_20190219_B	0.0294117647058824
68	FEMALE	182183	Endometrium/ovaries	MSH6	102	3	V3_20190219_B	0.0294117647058824
69	FEMALE	182183	Endometrium/ovaries	MSH6	102	3	V3_20190219_B	0.0294117647058824
70	FEMALE	182183	Endometrium/ovaries	MSH6	48	0	V3_20190219_B	0
71	FEMALE	182183	Endometrium/ovaries	MSH6	48	0	V3_20190219_B	0
72	FEMALE	182183	Endometrium/ovaries	MSH6	48	0	V3_20190219_B	0
73	FEMALE	182183	Endometrium/ovaries	MSH6	48	0	V3_20190219_B	0
74	FEMALE	182183	Endometrium/ovaries	MSH6	48	0	V3_20190219_B	0
75	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
76	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
77	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
78	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
79	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
80	FEMALE	182183	Endometrium/ovaries	MSH6	26	0	V3_20190219_B	0
25	FEMALE	182183	Endometrium/ovaries	PMS2	34	0	V3_20190219_B	0
26	FEMALE	182183	Endometrium/ovaries	PMS2	34	0	V3_20190219_B	0
27	FEMALE	182183	Endometrium/ovaries	PMS2	34	0	V3_20190219_B	0
28	FEMALE	182183	Endometrium/ovaries	PMS2	34	0	V3_20190219_B	0
29	FEMALE	182183	Endometrium/ovaries	PMS2	34	0	V3_20190219_B	0
30	FEMALE	182183	Endometrium/ovaries	PMS2	41	0	V3_20190219_B	0
31	FEMALE	182183	Endometrium/ovaries	PMS2	41	0	V3_20190219_B	0
32	FEMALE	182183	Endometrium/ovaries	PMS2	41	0	V3_20190219_B	0
33	FEMALE	182183	Endometrium/ovaries	PMS2	41	0	V3_20190219_B	0
34	FEMALE	182183	Endometrium/ovaries	PMS2	41	0	V3_20190219_B	0
35	FEMALE	182183	Endometrium/ovaries	PMS2	77	0	V3_20190219_B	0
36	FEMALE	182183	Endometrium/ovaries	PMS2	77	0	V3_20190219_B	0
37	FEMALE	182183	Endometrium/ovaries	PMS2	77	0	V3_20190219_B	0
38	FEMALE	182183	Endometrium/ovaries	PMS2	77	0	V3_20190219_B	0
39	FEMALE	182183	Endometrium/ovaries	PMS2	77	0	V3_20190219_B	0
40	FEMALE	182183	Endometrium/ovaries	PMS2	92	0	V3_20190219_B	0
41	FEMALE	182183	Endometrium/ovaries	PMS2	92	0	V3_20190219_B	0
42	FEMALE	182183	Endometrium/ovaries	PMS2	92	0	V3_20190219_B	0
43	FEMALE	182183	Endometrium/ovaries	PMS2	92	0	V3_20190219_B	0
44	FEMALE	182183	Endometrium/ovaries	PMS2	92	0	V3_20190219_B	0
45	FEMALE	182183	Endometrium/ovaries	PMS2	115	0	V3_20190219_B	0
46	FEMALE	182183	Endometrium/ovaries	PMS2	115	0	V3_20190219_B	0
47	FEMALE	182183	Endometrium/ovaries	PMS2	115	0	V3_20190219_B	0
48	FEMALE	182183	Endometrium/ovaries	PMS2	115	0	V3_20190219_B	0
49	FEMALE	182183	Endometrium/ovaries	PMS2	115	0	V3_20190219_B	0
50	FEMALE	182183	Endometrium/ovaries	PMS2	140	1	V3_20190219_B	0.00714285714285714
51	FEMALE	182183	Endometrium/ovaries	PMS2	140	1	V3_20190219_B	0.00714285714285714
52	FEMALE	182183	Endometrium/ovaries	PMS2	140	1	V3_20190219_B	0.00714285714285714
53	FEMALE	182183	Endometrium/ovaries	PMS2	140	1	V3_20190219_B	0.00714285714285714
54	FEMALE	182183	Endometrium/ovaries	PMS2	140	1	V3_20190219_B	0.00714285714285714
55	FEMALE	182183	Endometrium/ovaries	PMS2	160	3	V3_20190219_B	0.01875
56	FEMALE	182183	Endometrium/ovaries	PMS2	160	3	V3_20190219_B	0.01875
57	FEMALE	182183	Endometrium/ovaries	PMS2	160	3	V3_20190219_B	0.01875
58	FEMALE	182183	Endometrium/ovaries	PMS2	160	3	V3_20190219_B	0.01875
59	FEMALE	182183	Endometrium/ovaries	PMS2	160	3	V3_20190219_B	0.01875
60	FEMALE	182183	Endometrium/ovaries	PMS2	128	1	V3_20190219_B	0.0078125
61	FEMALE	182183	Endometrium/ovaries	PMS2	128	1	V3_20190219_B	0.0078125
62	FEMALE	182183	Endometrium/ovaries	PMS2	128	1	V3_20190219_B	0.0078125
63	FEMALE	182183	Endometrium/ovaries	PMS2	128	1	V3_20190219_B	0.0078125
64	FEMALE	182183	Endometrium/ovaries	PMS2	128	1	V3_20190219_B	0.0078125
65	FEMALE	182183	Endometrium/ovaries	PMS2	75	0	V3_20190219_B	0
66	FEMALE	182183	Endometrium/ovaries	PMS2	75	0	V3_20190219_B	0
67	FEMALE	182183	Endometrium/ovaries	PMS2	75	0	V3_20190219_B	0
68	FEMALE	182183	Endometrium/ovaries	PMS2	75	0	V3_20190219_B	0
69	FEMALE	182183	Endometrium/ovaries	PMS2	75	0	V3_20190219_B	0
70	FEMALE	182183	Endometrium/ovaries	PMS2	42	0	V3_20190219_B	0
71	FEMALE	182183	Endometrium/ovaries	PMS2	42	0	V3_20190219_B	0
72	FEMALE	182183	Endometrium/ovaries	PMS2	42	0	V3_20190219_B	0
73	FEMALE	182183	Endometrium/ovaries	PMS2	42	0	V3_20190219_B	0
74	FEMALE	182183	Endometrium/ovaries	PMS2	42	0	V3_20190219_B	0
75	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
76	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
77	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
78	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
79	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
80	FEMALE	182183	Endometrium/ovaries	PMS2	20	0	V3_20190219_B	0
25	FEMALE	ICD9UGI	Stomach/duodenum/bile duct/gall bladder/pancreas	MLH1	718	0	V3_20190219_B	0
26	FEMALE	ICD9UGI	Stomach/duodenum/bile duct/gall bladder/pancreas	MLH1	718	0	V3_20190219_B	0
